time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9256	-5.94265	4.7722	2.20774	-0.557976	lidar	2.62254	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0564	-5.72853	4.78975	2.17287	-0.563364	radar	2.77952	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1891	-5.55987	4.75283	2.15346	-0.554797	lidar	0.427314	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3413	-5.37376	4.76602	2.14409	-0.524806	radar	1.14245	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4853	-5.15296	4.80588	2.11764	-0.524323	lidar	0.551762	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6111	-4.99722	4.75254	2.11551	-0.486786	radar	11.9756	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7251	-4.82109	4.70992	2.09646	-0.481907	lidar	0.424614	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8456	-4.61401	4.72023	2.0768	-0.472379	radar	0.320169	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9569	-4.3696	4.76881	2.04423	-0.481117	lidar	0.641226	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0713	-4.15464	4.7656	2.00774	-0.514298	radar	10.5551	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1615	-3.86949	4.85296	1.9644	-0.531631	lidar	2.31627	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2384	-3.63764	4.8454	1.91832	-0.571391	radar	3.32261	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.264	-3.36706	4.86822	1.86416	-0.597711	lidar	4.65508	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3144	-3.12278	4.8712	1.81968	-0.622993	radar	0.558796	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3376	-2.88411	4.85458	1.77723	-0.63504	lidar	1.42973	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3947	-2.66744	4.82889	1.75489	-0.622755	radar	2.50327	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4755	-2.50783	4.73284	1.74882	-0.599122	lidar	5.27497	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.53	-2.26597	4.75308	1.72864	-0.581058	radar	1.45772	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5817	-2.06682	4.7064	1.71017	-0.571196	lidar	1.08283	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6105	-1.82409	4.72014	1.68675	-0.556506	radar	2.36216	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6061	-1.57494	4.7323	1.64731	-0.568256	lidar	1.14386	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.604	-1.3553	4.70315	1.60785	-0.589379	radar	3.00371	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6076	-1.12596	4.69403	1.57823	-0.589723	lidar	0.0200328	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6383	-0.910773	4.67064	1.56378	-0.572019	radar	6.14933	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6505	-0.657013	4.70595	1.54049	-0.565801	lidar	0.610577	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6403	-0.410315	4.72804	1.50445	-0.583917	radar	2.57672	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5928	-0.115969	4.81683	1.46292	-0.594836	lidar	2.85449	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5749	0.123324	4.82048	1.43457	-0.597593	radar	2.72392	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5522	0.415757	4.90613	1.40953	-0.590797	lidar	1.77221	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5394	0.650397	4.88984	1.39835	-0.561741	radar	1.72979	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.534	0.93325	4.9552	1.38581	-0.544448	lidar	3.00682	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4918	1.20994	4.99866	1.3743	-0.509241	radar	11.098	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4329	1.44624	4.98685	1.34599	-0.512378	lidar	0.0974213	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3951	1.6379	4.89975	1.33208	-0.492389	radar	18.2089	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3388	1.85439	4.8669	1.30798	-0.492426	lidar	0.245938	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2723	2.08214	4.85863	1.28125	-0.497038	radar	0.305888	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2091	2.28129	4.80617	1.25732	-0.496932	lidar	0.645239	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1456	2.50533	4.78928	1.24463	-0.473213	radar	0.903337	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0656	2.75022	4.81876	1.22239	-0.47129	lidar	0.19169	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9744	2.9741	4.82944	1.18629	-0.49921	radar	2.44848	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8721	3.25313	4.91839	1.16404	-0.495039	lidar	1.73522	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7906	3.48557	4.9239	1.14626	-0.488408	radar	2.20764	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6836	3.69012	4.89747	1.11856	-0.49222	lidar	0.194657	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5681	3.88858	4.8717	1.08762	-0.501602	radar	2.29689	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5034	4.07479	4.80609	1.076	-0.488838	lidar	3.58704	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3809	4.27033	4.78943	1.04625	-0.496307	radar	1.13894	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.218	4.49091	4.83287	1.0102	-0.507167	lidar	2.15721	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0643	4.68286	4.81866	0.982355	-0.499603	radar	8.94485	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9465	4.88151	4.80776	0.96337	-0.493591	lidar	0.432086	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7893	5.07178	4.80935	0.933118	-0.497586	radar	2.28121	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6196	5.28726	4.85926	0.90523	-0.49972	lidar	0.979408	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4497	5.4639	4.8676	0.864945	-0.526105	radar	0.822956	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2606	5.63953	4.87859	0.828046	-0.536906	lidar	1.16113	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0997	5.78651	4.84263	0.791654	-0.554384	radar	5.90241	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9255	5.95322	4.84004	0.762619	-0.55582	lidar	0.0107149	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7777	6.14137	4.80564	0.765766	-0.499184	radar	4.31693	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6102	6.30136	4.79365	0.741843	-0.498394	lidar	0.0796807	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4617	6.47437	4.76568	0.736418	-0.467313	radar	1.83779	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2349	6.69581	4.88757	0.717499	-0.459788	lidar	4.43011	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0419	6.82144	4.8443	0.687521	-0.461531	radar	7.81207	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8261	6.99881	4.90082	0.664931	-0.459802	lidar	1.1265	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6161	7.12972	4.90114	0.630239	-0.475523	radar	1.52603	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4312	7.28182	4.89783	0.613161	-0.468577	lidar	0.378819	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2024	7.41885	4.95403	0.571939	-0.502425	radar	2.63837	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.024	7.58525	4.95889	0.565216	-0.482991	lidar	2.23647	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8331	7.77592	4.97477	0.574546	-0.433139	radar	9.59985	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6266	7.91672	4.97923	0.556249	-0.429501	lidar	0.0544626	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4378	8.04603	4.94351	0.543305	-0.416088	radar	2.04111	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2086	8.08344	4.87355	0.489523	-0.452141	lidar	4.55409	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0088	8.25622	4.87149	0.504352	-0.392121	radar	9.43173	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8348	8.40317	4.85488	0.503455	-0.372582	lidar	3.13695	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.5862	8.53717	4.93278	0.478268	-0.387822	radar	7.31786	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.339	8.66325	4.97893	0.45898	-0.386944	lidar	0.943009	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1386	8.79449	4.94157	0.462207	-0.348611	radar	1.65785	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9426	8.88939	4.89844	0.444499	-0.349582	lidar	0.820542	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7443	9.00258	4.85195	0.443408	-0.31982	radar	1.66795	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5219	9.06915	4.82454	0.413985	-0.334472	lidar	0.691264	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2725	9.20153	4.89727	0.404398	-0.328821	radar	8.8373	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.9868	9.27937	4.95899	0.372405	-0.344523	lidar	5.44869	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7752	9.35382	4.92306	0.352853	-0.347779	radar	2.80146	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5221	9.4491	4.9603	0.336943	-0.345635	lidar	0.547512	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2628	9.46991	4.98096	0.283325	-0.399536	radar	6.43997	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9735	9.59539	5.08871	0.279216	-0.38075	lidar	3.29577	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7233	9.69379	5.08896	0.279527	-0.347812	radar	3.6048	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4505	9.79847	5.15097	0.273139	-0.334884	lidar	1.0784	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2005	9.88247	5.1648	0.262537	-0.328242	radar	0.815018	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9322	10.0023	5.22538	0.265537	-0.306378	lidar	1.37797	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6767	10.0712	5.23042	0.250993	-0.305163	radar	0.0669237	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4326	10.1768	5.24386	0.253016	-0.286459	lidar	1.36726	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1722	10.2535	5.26647	0.24121	-0.286265	radar	0.919225	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9377	10.2769	5.21455	0.214198	-0.300532	lidar	0.808311	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6891	10.3428	5.2019	0.207743	-0.286562	radar	0.248555	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4676	10.3361	5.12285	0.17331	-0.309181	lidar	1.93846	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1579	10.386	5.24271	0.147121	-0.333874	radar	11.4122	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9033	10.4335	5.24183	0.135044	-0.32889	lidar	0.141628	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6677	10.4484	5.15691	0.124207	-0.306798	radar	8.25825	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.423	10.4133	5.1103	0.083891	-0.334689	lidar	2.18205	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.159	10.4435	5.12118	0.0729101	-0.325404	radar	0.768798	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8628	10.5857	5.23203	0.105232	-0.270147	lidar	7.74802	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6041	10.6498	5.21112	0.117163	-0.227577	radar	2.26892	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3534	10.6466	5.1868	0.0931645	-0.241766	lidar	0.537253	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0868	10.6783	5.20329	0.0843298	-0.238246	radar	0.381855	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8375	10.7693	5.21553	0.10057	-0.20728	lidar	4.03639	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5627	10.8337	5.24219	0.10902	-0.181445	radar	2.82166	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3274	10.7966	5.1817	0.0749752	-0.209276	lidar	2.23377	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0671	10.8368	5.17538	0.078617	-0.186121	radar	0.719827	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.826	10.8962	5.16499	0.0853296	-0.168768	lidar	2.06766	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5389	10.9281	5.212	0.0812123	-0.163123	radar	3.6199	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3136	10.9382	5.15783	0.0694591	-0.167445	lidar	1.10088	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0593	10.8658	5.18663	0.00446704	-0.259861	radar	9.56328	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7697	10.8328	5.2217	-0.0212973	-0.273349	lidar	2.72148	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5172	10.8258	5.20732	-0.0343014	-0.271924	radar	0.232316	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2855	10.8212	5.16675	-0.0458915	-0.27027	lidar	1.03866	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0296	10.8795	5.12539	-0.014967	-0.198298	radar	6.35832	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77474	10.9231	5.13512	-0.00571838	-0.177119	lidar	1.99233	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56812	10.8795	5.04422	-0.029926	-0.192056	radar	8.69392	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30668	10.9073	5.06666	-0.0249161	-0.175868	lidar	0.928057	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07637	10.8725	5.01479	-0.0413372	-0.179097	radar	4.0207	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.80907	10.9079	5.04997	-0.0313136	-0.158092	lidar	1.54925	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.59372	10.8432	4.9773	-0.0605346	-0.179118	radar	9.94653	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.40892	10.7794	4.87187	-0.0906721	-0.203103	lidar	3.501	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.14789	10.8013	4.88697	-0.075621	-0.166165	radar	2.99074	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.81649	10.844	5.03102	-0.0550889	-0.133107	lidar	6.5952	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.55075	10.8465	5.03579	-0.0461393	-0.104689	radar	2.34006	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.27095	10.8363	5.08003	-0.0492555	-0.102027	lidar	0.74752	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.04211	10.863	5.01654	-0.0264242	-0.0535632	radar	4.19491	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
